Domain,Technique ID,Technique Name,Sentences
Enterprise,T1566,Phishing: Spearphishing Attachment,"Kimsuky has used emails containing Word, Excel and/or HWP (Hangul Word Processor) documents in their spearphishing campaigns.[9][15][10][14][3][4][13][11]"
Enterprise,T1566,Phishing: Spearphishing Link,Kimsuky has sent spearphishing emails containing a link to a document that contained malicious macros or took the victim to an actor-controlled domain.[1][6][11]
Enterprise,T1057,Process Discovery,Kimsuky can gather a list of all processes running on a victim's machine.[13]
Enterprise,T1055,Process Injection,Kimsuky has used Win7Elevate to inject malicious code into explorer.exe.[15]
Enterprise,T1055,Process Hollowing,Kimsuky has used a file injector DLL to spawn a benign process on the victim's system and inject the malicious payload into it via process hollowing.[13]
Enterprise,T1012,Query Registry,Kimsuky has obtained specific Registry keys and values on a compromised host.[13]
Enterprise,T1021,Remote Services: Remote Desktop Protocol,Kimsuky has used RDP for direct remote point-and-click access.[6]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,Kimsuky has downloaded additional malware with scheduled tasks.[11]
Enterprise,T1518,Software Discovery: Security Software Discovery,Kimsuky has checked for the presence of antivirus software with powershell Get-CimInstance -Namespace root/securityCenter2 – classname antivirusproduct.[11]
Enterprise,T1553,Subvert Trust Controls: Code Signing,"Kimsuky has signed files with the name EGIS CO,. Ltd..[10]"
Enterprise,T1218,System Binary Proxy Execution: Mshta,Kimsuky has used mshta.exe to run malicious scripts on the system.[1][5][16][11]
Enterprise,T1218,System Binary Proxy Execution: Regsvr32,Kimsuky has executed malware with regsvr32s.[11]
Enterprise,T1218,System Binary Proxy Execution: Rundll32,Kimsuky has used rundll32.exe to execute malicious scripts and malware on a victim's network.[13]
Enterprise,T1082,System Information Discovery,"Kimsuky has enumerated drives, OS type, OS version, and other information using a script or the ""systeminfo"" command.[15][13]"
Enterprise,T1016,System Network Configuration Discovery,Kimsuky has used ipconfig/all to gather network configuration information.[13]
Enterprise,T1204,User Execution: Malicious Link,Kimsuky has lured victims into clicking malicious links.[11]
Enterprise,T1204,User Execution: Malicious File,Kimsuky has used attempted to lure victims into opening malicious e-mail attachments.[10][14][5][3][4][13]
Enterprise,T1078,Valid Accounts: Local Accounts,Kimsuky has used a tool called GREASE to add a Windows admin account in order to allow them continued access via RDP.[6]
Enterprise,T1102,Web Service: Bidirectional Communication,Kimsuky has used Blogspot pages for C2.[13]
Enterprise,T1087,Account Discovery: Local Account,Fox Kitten has accessed ntuser.dat and UserClass.dat on compromised hosts.[5]
Enterprise,T1087,Account Discovery: Domain Account,Fox Kitten has used the Softerra LDAP browser to browse documentation on service accounts.[5]
Enterprise,T1560,Archive Collected Data: Archive via Utility,Fox Kitten has used 7-Zip to archive data.[5]
Enterprise,T1059,Command and Scripting Interpreter,Fox Kitten has used a Perl reverse shell to communicate with C2.[4]
Enterprise,T1059,PowerShell,Fox Kitten has used PowerShell scripts to access credential data.[5]
Enterprise,T1059,Windows Command Shell,Fox Kitten has used cmd.exe likely as a password changing mechanism.[5]
Enterprise,T1555,Credentials from Password Stores: Password Managers,Fox Kitten has used scripts to access credential information from the KeePass database.[5]
Enterprise,T1005,Data from Local System,Fox Kitten has searched local system resources to access sensitive documents.[5]
Enterprise,T1083,File and Directory Discovery,Fox Kitten has used WizTree to obtain network files and directory listings.[5]
Enterprise,T1105,Ingress Tool Transfer,Fox Kitten has downloaded additional tools including PsExec directly to endpoints.[5]
Enterprise,T1036,Masquerading: Masquerade Task or Service,Fox Kitten has named the task for a reverse proxy lpupdate to appear legitimate.[5]
Enterprise,T1036,Masquerading: Match Legitimate Name or Location,Fox Kitten has named binaries and configuration files svhost and dllhost respectively to appear legitimate.[5]
Enterprise,T1027,Obfuscated Files or Information,Fox Kitten has base64 encoded scripts and payloads to avoid detection.[5]
Enterprise,T1003,OS Credential Dumping: LSASS Memory,Fox Kitten has used prodump to dump credentials from LSASS.[5]
Enterprise,T1003,OS Credential Dumping: NTDS,Fox Kitten has used Volume Shadow Copy to access credential information from NTDS.[5]
Enterprise,T1090,Proxy,Fox Kitten has used the open source reverse proxy tools including FRPC and Go Proxy to establish connections from C2 to local servers.[5][4][6]
Enterprise,T1012,Query Registry,Fox Kitten has accessed Registry hives ntuser.dat and UserClass.dat.[5]
Enterprise,T1021,Remote Services: Remote Desktop Protocol,Fox Kitten has used RDP to log in and move laterally in the target environment.[5][4]
Enterprise,T1021,Remote Services: SMB/Windows Admin Shares,Fox Kitten has used valid accounts to access SMB shares.[5]
Enterprise,T1021,Remote Services: SSH,Fox Kitten has used the PuTTY and Plink tools for lateral movement.[5]
Enterprise,T1021,Remote Services: VNC,Fox Kitten has installed TightVNC server and client on compromised servers and endpoints for lateral movement.[5]
Enterprise,T1018,Remote System Discovery,Fox Kitten has used Angry IP Scanner to detect remote systems.[5]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,Fox Kitten has used Scheduled Tasks for persistence and to load and execute a reverse proxy binary.[5][4]
Enterprise,T1078,Valid Accounts,Fox Kitten has used valid credentials with various services during lateral movement.[5]
Enterprise,T1102,Web Service,Fox Kitten has used Amazon Web Services to host C2.[4]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Darkhotel has been known to establish persistence by adding programs to the Run Registry key.[1]
Enterprise,T1547,Boot or Logon Autostart Execution: Shortcut Modification,Darkhotel has dropped an mspaint.lnk shortcut to disk which launches a shell script that downloads and executes a file.[2]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,Darkhotel has dropped an mspaint.lnk shortcut to disk which launches a shell script that downloads and executes a file.[2]
Enterprise,T1140,Deobfuscate/Decode Files or Information,Darkhotel has decrypted strings and imports using RC4 during execution.[2][6]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,Darkhotel has used AES-256 and 3DES for C2 communications.[6]
Enterprise,T1083,File and Directory Discovery,Darkhotel has used malware that searched for files with specific patterns.[6]
Enterprise,T1105,Ingress Tool Transfer,Darkhotel has used first-stage payloads that download additional malware from C2 servers.[4]
Enterprise,T1056,Input Capture: Keylogging,Darkhotel has used a keylogger.[1]
Enterprise,T1036,Masquerading: Match Legitimate Name or Location,Darkhotel has used malware that is disguised as a Secure Shell (SSH) tool.[4]
Enterprise,T1027,Obfuscated Files or Information,"Darkhotel has obfuscated code using RC4, XOR, and RSA.[2][6]"
Enterprise,T1566,Phishing: Spearphishing Attachment,Darkhotel has sent spearphishing emails with malicious RAR and .LNK attachments.[2][6]
Enterprise,T1057,Process Discovery,Darkhotel malware can collect a list of running processes on a system.[2]
Enterprise,T1518,Software Discovery: Security Software Discovery,Darkhotel has searched for anti-malware strings and anti-virus processes running on the system.[2][4]
Enterprise,T1553,Subvert Trust Controls: Code Signing,Darkhotel has used code-signing certificates on its malware that are either forged due to weak keys or stolen. Darkhotel has also stolen certificates and signed backdoors and downloaders with them.[1][2]
Enterprise,T1082,System Information Discovery,"Darkhotel has collected the hostname, OS version, service pack version, and the processor architecture from the victim’s machine.[2][6]"
Enterprise,T1016,System Network Configuration Discovery,Darkhotel has collected the IP address and network adapter information from the victim’s machine.[2][6]
Enterprise,T1124,System Time Discovery,Darkhotel malware can obtain system time from a compromised host.[7]
Enterprise,T1204,User Execution: Malicious File,Darkhotel has sent spearphishing emails in an attempt to lure users into clicking on a malicious attachments.[2][6]
Enterprise,T1497,Virtualization/Sandbox Evasion,Darkhotel malware has employed just-in-time decryption of strings to evade sandbox detection.[7]
Enterprise,T1497,System Checks,"Darkhotel malware has used a series of checks to determine if it's being analyzed; checks include the length of executable names, if a filename ends with .Md5.exe, and if the program is executed from the root of the C:\ drive, as well as checks for sandbox-related libraries.[7][4]"
Enterprise,T1497,User Activity Based Checks,Darkhotel has used malware that repeatedly checks the mouse cursor position to determine if a real user is on the system.[7]
Enterprise,T1059,Command and Scripting Interpreter: Visual Basic,APT-C-36 has embedded a VBScript within a malicious Word document which is executed upon the document opening.[1]
Enterprise,T1105,Ingress Tool Transfer,APT-C-36 has downloaded binary data from a specified domain after the malicious document is opened.[1]
Enterprise,T1036,Masquerading: Masquerade Task or Service,APT-C-36 has disguised its scheduled tasks as those used by Google.[1]
Enterprise,T1027,Obfuscated Files or Information,"APT-C-36 has used ConfuserEx to obfuscate its variant of Imminent Monitor, compressed payload and RAT packages, and password protected encrypted email attachments to avoid detection.[1]"
Enterprise,T1588,Obtain Capabilities: Tool,APT-C-36 obtained and used a modified variant of Imminent Monitor.[1]
Enterprise,T1566,Phishing: Spearphishing Attachment,APT-C-36 has used spearphishing emails with password protected RAR attachment to avoid being detected by the email gateway.[1]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,"APT-C-36 has used a macro function to set scheduled tasks, disguised as those used by Google.[1]"
Enterprise,T1204,User Execution: Malicious File,APT-C-36 has prompted victims to accept macros in order to execute the subsequent payload.[1]
Enterprise,T1560,Archive Collected Data: Archive via Utility,"CopyKittens uses ZPP, a .NET console program, to compress files with ZIP.[2]"
Enterprise,T1560,Archive Collected Data: Archive via Custom Method,CopyKittens encrypts data with a substitute cipher prior to exfiltration.[3]
Enterprise,T1059,Command and Scripting Interpreter: PowerShell,CopyKittens has used PowerShell Empire.[2]
Enterprise,T1564,Hide Artifacts: Hidden Window,CopyKittens has used -w hidden and -windowstyle hidden to conceal PowerShell windows. [2]
Enterprise,T1588,Obtain Capabilities: Tool,CopyKittens has used Metasploit and Empire for post-exploitation activities.[4]
Enterprise,T1553,Subvert Trust Controls: Code Signing,CopyKittens digitally signed an executable with a stolen certificate from legitimate company AI Squared.[2]
Enterprise,T1218,System Binary Proxy Execution: Rundll32,"CopyKittens uses rundll32 to load various tools on victims, including a lateral movement tool named Vminst, Cobalt Strike, and shellcode.[2]"
